DT,Message,Severity
2019-07-27 14:42:00,kernel: Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2,0
2019-07-27 14:42:00,kernel: ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,0
2019-07-27 14:42:00,kernel: ICH: IDE controller at PCI slot 0000:00:1f.1,0
2019-07-27 14:42:00,kernel: ICH: chipset revision 2,0
2019-07-27 14:42:00,kernel: ICH: not 100%% native mode: will probe irqs later,0
2019-07-27 14:42:00,"kernel:     ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio",0
2019-07-27 14:42:00,"kernel:     ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio",0
2019-07-27 14:42:00,"kernel: hda: IBM-DTLA-307015, ATA DISK drive",0
2019-07-27 14:42:00,"apmd[1730]: Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)",0
2019-07-27 14:42:00,apmd: apmd startup succeeded,0
2019-07-27 14:42:00,kernel: Using cfq io scheduler,0
2019-07-27 14:42:00,"kernel: ide0 at 0x1f0-0x1f7,0x3f6 on irq 14",0
2019-07-27 14:42:00,"kernel: hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive",0
2019-07-27 14:42:00,kernel: hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124 (blacklisted),0
2019-07-27 14:42:00,"kernel: ide1 at 0x170-0x177,0x376 on irq 15",0
2019-07-27 14:42:00,kernel: hda: max request size: 128KiB,0
2019-07-27 14:42:00,"kernel: hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)",0
2019-07-27 14:42:00,kernel:  hda: hda1 hda2 hda3,0
2019-07-27 14:42:00,"kernel: hdc: ATAPI 24X CD-ROM drive, 128kB Cache",0
2019-07-27 14:42:00,kernel: Uniform CD-ROM driver Revision: 3.20,0
2019-07-27 14:42:00,kernel: ide-floppy driver 0.99.newide,0
2019-07-27 14:42:00,kernel: usbcore: registered new driver hiddev,0
2019-07-27 14:42:00,kernel: usbcore: registered new driver hid,0
2019-07-27 14:42:00,autofs: automount startup succeeded,0
2019-07-27 14:42:00,kernel: drivers/usb/input/hid-core.c: v2.0:USB HID core driver,0
2019-07-27 14:42:00,kernel: mice: PS/2 mouse device common for all mice,0
2019-07-27 14:42:00,"kernel: serio: i8042 AUX port at 0x60,0x64 irq 12",0
2019-07-27 14:42:00,kernel: input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1,0
2019-07-27 14:42:00,smartd[1768]: smartd version 5.21 Copyright (C) 2002-3 Bruce Allen ,0
2019-07-27 14:42:00,"kernel: serio: i8042 KBD port at 0x60,0x64 irq 1",0
2019-07-27 14:42:00,smartd[1768]: Home page is http://smartmontools.sourceforge.net/  ,0
2019-07-27 14:42:00,kernel: input: AT Translated Set 2 keyboard on isa0060/serio0,0
2019-07-27 14:42:00,smartd[1768]: Opened configuration file /etc/smartd.conf ,0
2019-07-27 14:42:00,"kernel: md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27",0
2019-07-27 14:42:00,smartd[1768]: Configuration file /etc/smartd.conf parsed. ,0
2019-07-27 14:42:00,kernel: NET: Registered protocol family 2,0
2019-07-27 14:42:00,"smartd[1768]: Device: /dev/hda, opened ",0
2019-07-27 14:42:00,"kernel: IP: routing cache hash table of 512 buckets, 4Kbytes",0
2019-07-27 14:42:00,"smartd[1768]: Device: /dev/hda, found in smartd database. ",0
2019-07-27 14:42:00,kernel: TCP: Hash tables configured (established 8192 bind 16384),0
2019-07-27 14:42:01,"smartd[1768]: Device: /dev/hda, is SMART capable. Adding to ""monitor"" list. ",0
2019-07-27 14:42:01,kernel: Initializing IPsec netlink socket,0
2019-07-27 14:42:01,smartd[1768]: Monitoring 1 ATA and 0 SCSI devices ,0
2019-07-27 14:42:01,kernel: NET: Registered protocol family 1,0
2019-07-27 14:42:01,smartd[1770]: smartd has fork()ed into background mode. New PID=1770. ,0
2019-07-27 14:42:01,smartd: smartd startup succeeded,0
2019-07-27 14:42:01,kernel: NET: Registered protocol family 17,0
2019-07-27 14:42:01,apmd[1730]: Charge: * * * (-1% unknown),0
2019-07-27 14:42:01,kernel: checking if image is initramfs...it isn't (no cpio magic); looks like an initrd,0
2019-07-27 14:42:01,kernel: Freeing initrd memory: 186k freed,0
2019-07-27 14:42:01,kernel: md: Autodetecting RAID arrays.,0
2019-07-27 14:42:01,kernel: md: autorun ...,0
2019-07-27 14:42:01,kernel: md: ... autorun DONE.,0
2019-07-27 14:42:02,kernel: RAMDISK: Compressed image found at block 0,0
2019-07-27 14:42:02,kernel: VFS: Mounted root (ext2 filesystem).,0
2019-07-27 14:42:02,kernel: EXT3-fs: INFO: recovery required on readonly filesystem.,0
2019-07-27 14:42:02,kernel: EXT3-fs: write access will be enabled during recovery.,0
2019-07-27 14:42:02,kernel: kjournald starting.  Commit interval 5 seconds,0
2019-07-27 14:42:02,kernel: EXT3-fs: recovery complete.,0
2019-07-27 14:42:02,kernel: EXT3-fs: mounted filesystem with ordered data mode.,0
2019-07-27 14:42:02,kernel: Freeing unused kernel memory: 144k freed,0
2019-07-27 14:42:02,kernel: SELinux:  Disabled at runtime.,0
2019-07-27 14:42:02,kernel: SELinux:  Unregistering netfilter hooks,0
2019-07-27 14:42:02,rc: Starting hpoj:  succeeded,0
2019-07-27 14:42:02,kernel: NET: Registered protocol family 10,0
2019-07-27 14:42:02,kernel: Disabled Privacy Extensions on device 022db720(lo),0
2019-07-27 14:42:02,kernel: IPv6 over IPv4 tunneling driver,0
2019-07-27 14:42:02,kernel: USB Universal Host Controller Interface driver v2.2,0
2019-07-27 14:42:02,kernel: PCI: Found IRQ 11 for device 0000:00:1f.2,0
2019-07-27 14:42:02,kernel: uhci_hcd 0000:00:1f.2: UHCI Host Controller,0
2019-07-27 14:42:03,"kernel: uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80",0
2019-07-27 14:42:03,"kernel: uhci_hcd 0000:00:1f.2: new USB bus registered, assigned bus number 1",0
2019-07-27 14:42:03,kernel: hub 1-0:1.0: USB hub found,0
2019-07-27 14:42:03,kernel: hub 1-0:1.0: 2 ports detected,0
2019-07-27 14:42:03,"kernel: EXT3 FS on hda2, internal journal",0
2019-07-27 14:42:04,kernel: device-mapper: 4.1.0-ioctl (2003-12-10) initialised: dm@uk.sistina.com,0
2019-07-27 14:42:04,kernel: cdrom: open failed.,1
2019-07-27 14:42:04,kernel: Adding 262072k swap on /dev/hda3.  Priority:-1 extents:1,0
2019-07-27 14:42:04,kernel: kjournald starting.  Commit interval 5 seconds,0
2019-07-27 14:42:04,"kernel: EXT3 FS on hda1, internal journal",0
2019-07-27 14:42:04,kernel: EXT3-fs: mounted filesystem with ordered data mode.,0
2019-07-27 14:42:04,kernel: IA-32 Microcode Update Driver: v1.13 <tigran@veritas.com>,0
2019-07-27 14:42:05,kernel: microcode: CPU0 already at revision 0x8 (current=0x8),0
2019-07-27 14:42:05,kernel: microcode: No suitable data for cpu 0,0
2019-07-27 14:42:05,"kernel: parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",0
2019-07-27 14:42:05,kernel: parport0: irq 7 detected,0
2019-07-27 14:42:05,kernel: SCSI subsystem initialized,0
2019-07-27 14:42:05,kernel: inserting floppy driver for 2.6.5-1.358,0
2019-07-27 14:42:05,kernel: Floppy drive(s): fd0 is 1.44M,0
2019-07-27 14:42:06,kernel: FDC 0 is a National Semiconductor PC87306,0
2019-07-27 14:42:06,kernel: PCI: Found IRQ 5 for device 0000:01:0c.0,0
2019-07-27 14:42:06,kernel: 3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,0
2019-07-27 14:42:07,kernel: 0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19,0
2019-07-27 14:42:07,kernel: ip_tables: (C) 2000-2002 Netfilter core team,0
2019-07-27 14:42:07,kernel: PCI: Found IRQ 5 for device 0000:01:0c.0,0
2019-07-27 14:42:07,kernel: 3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,0
2019-07-27 14:42:07,kernel: 0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19,0
2019-07-27 14:42:08,kernel: ip_tables: (C) 2000-2002 Netfilter core team,0
2019-07-27 14:42:08,kernel: process `syslogd' is using obsolete setsockopt SO_BSDCOMPAT,0
2019-07-27 14:42:08,kernel: Bluetooth: Core ver 2.4,0
2019-07-27 14:42:09,kernel: NET: Registered protocol family 31,0
2019-07-27 14:42:09,kernel: Bluetooth: HCI device and connection manager initialized,0
2019-07-27 14:42:09,kernel: Bluetooth: HCI socket layer initialized,0
2019-07-27 14:42:10,kernel: Bluetooth: L2CAP ver 2.1,0
2019-07-27 14:42:10,kernel: Bluetooth: L2CAP socket layer initialized,0
2019-07-27 14:42:10,kernel: Bluetooth: RFCOMM ver 1.2,0
2019-07-27 14:42:11,kernel: Bluetooth: RFCOMM socket layer initialized,0
2019-07-27 14:42:11,kernel: Bluetooth: RFCOMM TTY layer initialized,0
2019-07-27 14:42:11,"kernel: parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",0
2019-07-27 14:42:11,kernel: parport0: irq 7 detected,0
2019-07-27 14:42:11,kernel: lp0: using parport0 (polling).,0
2019-07-27 14:42:11,kernel: lp0: console ready,0
2019-07-27 14:42:13,cups: cupsd startup succeeded,0
2019-07-27 14:42:13,sshd:  succeeded,0
2019-07-27 14:42:13,xinetd: xinetd startup succeeded,0
2019-07-27 14:42:15,sendmail: sendmail startup succeeded,0
2019-07-27 14:42:15,sendmail: sm-client startup succeeded,0
2019-07-27 14:42:16,xinetd[2016]: No such internal service: services/stream - DISABLING,1
2019-07-27 14:42:17,xinetd[2016]: bind failed (Address already in use (errno = 98)). service = telnet,1
2019-07-27 14:42:17,xinetd[2016]: Service telnet failed to start and is deactivated.,1
2019-07-27 14:42:17,xinetd[2016]: xinetd Version 2.3.13 started with libwrap loadavg options compiled in.,0
2019-07-27 14:42:17,xinetd[2016]: Started working: 30 available services,0
2019-07-27 14:42:18,spamassassin: spamd startup succeeded,0
2019-07-27 14:42:19,privoxy: Jul 27 14:42:19 Privoxy(-150806400) Info: loading configuration file '/etc/privoxy/config':,0
2019-07-27 14:42:20,privoxy: privoxy startup succeeded,0
2019-07-27 14:42:20,gpm[2076]: *** info [startup.c(95)]: ,0
2019-07-27 14:42:20,gpm[2076]: Started gpm successfully. Entered daemon mode.,0
2019-07-27 14:42:20,gpm[2076]: *** info [mice.c(1766)]: ,0
2019-07-27 14:42:20,gpm[2076]: imps2: Auto-detected intellimouse PS/2,0
2019-07-27 14:42:20,gpm: gpm startup succeeded,0
2019-07-27 14:42:21,su(pam_unix)[2085]: session opened for user htt by (uid=0),0
2019-07-27 14:42:21,su(pam_unix)[2085]: session closed for user htt,0
2019-07-27 14:42:21,IIim: htt startup succeeded,0
2019-07-27 14:42:21,udev[2096]: creating device node '/udev/lp0',0
2019-07-27 14:42:23,htt_server[2088]: started.,0
2019-07-27 14:42:23,canna:  succeeded,0
2019-07-27 14:42:23,crond: crond startup succeeded,0
2019-07-27 14:42:25,xfs: xfs startup succeeded,0
2019-07-27 14:42:25,anacron: anacron startup succeeded,0
2019-07-27 14:42:25,atd: atd startup succeeded,0
2019-07-27 14:42:25,readahead: Starting background readahead: ,0
2019-07-27 14:42:26,rc: Starting readahead:  succeeded,0
2019-07-27 14:42:27,messagebus: messagebus startup succeeded,0
2019-07-27 14:42:40,httpd: httpd startup succeeded,0
2019-07-27 14:42:43,squid[2274]: Squid Parent: child process 2276 started,0
2019-07-27 18:42:48,named[2288]: starting BIND 9.2.3 -u named -t /var/named/chroot,0
2019-07-27 18:42:48,named[2288]: using 1 CPU,0
2019-07-27 14:42:48,named: named startup succeeded,0
2019-07-27 18:42:48,named[2288]: loading configuration from '/etc/named.conf',0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface lo, 127.0.0.1#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0, 63.126.79.67#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:1, 63.126.79.69#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:2, 63.126.79.70#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:3, 63.126.79.71#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:4, 63.126.79.72#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:5, 63.126.79.73#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:6, 63.126.79.75#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:7, 63.126.79.80#53",0
2019-07-27 18:42:48,"named[2288]: listening on IPv4 interface eth0:8, 63.126.79.81#53",0
2019-07-27 18:42:49,"named[2288]: listening on IPv4 interface eth0:9, 63.126.79.82#53",0
2019-07-27 18:42:50,"named[2288]: listening on IPv4 interface eth0:10, 63.126.79.83#53",0
2019-07-27 18:42:50,"named[2288]: listening on IPv4 interface eth0:11, 63.126.79.84#53",0
2019-07-27 14:42:50,snmpd: snmpd startup succeeded,0
2019-07-27 18:42:50,"named[2288]: listening on IPv4 interface eth0:12, 63.126.79.85#53",0
2019-07-27 18:42:51,"named[2288]: listening on IPv4 interface eth0:13, 63.126.79.87#53",0
2019-07-27 14:42:52,snmpd[2300]: NET-SNMP version 5.1.1 ,0
2019-07-27 18:42:52,"named[2288]: listening on IPv4 interface eth0:14, 63.126.79.89#53",0
2019-07-27 14:42:53,ntpd: ntpd startup succeeded,0
2019-07-27 14:42:53,ntpd[2317]: ntpd 4.2.0@1.1161-r Thu Mar 11 11:46:39 EST 2004 (1),0
2019-07-27 18:42:53,"named[2288]: listening on IPv4 interface eth0:15, 63.126.79.90#53",0
2019-07-27 18:42:54,"named[2288]: listening on IPv4 interface eth0:16, 63.126.79.95#53",0
2019-07-27 18:42:54,"named[2288]: listening on IPv4 interface eth0:17, 63.126.79.100#53",0
2019-07-27 18:42:55,"named[2288]: listening on IPv4 interface eth0:18, 63.126.79.105#53",0
2019-07-27 14:42:55,ntpd[2317]: precision = 1.000 usec,0
2019-07-27 18:42:55,"named[2288]: listening on IPv4 interface eth0:19, 63.126.79.110#53",0
2019-07-27 18:42:56,"named[2288]: listening on IPv4 interface eth0:20, 63.126.79.115#53",0
2019-07-27 14:42:56,ntpd[2317]: kernel time sync status 0040,0
2019-07-27 18:42:56,"named[2288]: listening on IPv4 interface eth0:21, 63.126.79.120#53",0
2019-07-27 14:42:57,ntpd[2317]: frequency initialized 0.000 PPM from /var/lib/ntp/drift,0
2019-07-27 18:42:57,"named[2288]: listening on IPv4 interface eth0:22, 63.126.79.125#53",0
2019-07-27 14:42:57,"ntpd[2317]: configure: keyword ""authenticate"" unknown, line ignored",1
2019-07-27 18:42:58,named[2288]: couldn't add command channel 127.0.0.1#953: not found,1
2019-07-27 18:42:58,named[2288]: couldn't add command channel ::1#953: not found,1
2019-07-27 14:42:58,mysqld: Starting MySQL:  succeeded,0
2019-07-27 18:42:58,named[2288]: running,0
2019-07-27 14:42:58,"rsyncd[2373]: rsyncd version 2.6.2 starting, listening on port 873 ",0
2019-07-27 14:42:59,mdmonitor: mdadm succeeded,0
2019-07-27 14:43:00,mdmpd: mdmpd failed,1
2019-07-27 14:43:01,udev[2522]: creating device node '/udev/vcs2',0
2019-07-27 14:43:01,udev[2586]: creating device node '/udev/vcs5',0
2019-07-27 14:43:01,udev[2585]: creating device node '/udev/vcsa2',0
2019-07-27 14:43:01,udev[2587]: creating device node '/udev/vcsa5',0
2019-07-27 14:43:01,udev[2588]: creating device node '/udev/vcs4',0
2019-07-27 14:43:01,udev[2589]: creating device node '/udev/vcsa4',0
2019-07-27 14:43:01,udev[2592]: creating device node '/udev/vcsa6',0
2019-07-27 14:43:01,udev[2593]: creating device node '/udev/vcs3',0
2019-07-27 14:43:01,udev[2594]: creating device node '/udev/vcsa3',0
2019-07-27 14:43:01,udev[2622]: removing device node '/udev/vcsa6',0
2019-07-27 14:43:01,udev[2635]: removing device node '/udev/vcsa4',0
2019-07-27 14:43:01,udev[2636]: removing device node '/udev/vcs5',0
2019-07-27 14:43:01,udev[2633]: removing device node '/udev/vcsa5',0
2019-07-27 14:43:01,udev[2624]: removing device node '/udev/vcsa2',0
2019-07-27 14:43:01,udev[2630]: removing device node '/udev/vcs4',0
2019-07-27 14:43:01,udev[2627]: removing device node '/udev/vcs2',0
2019-07-27 14:43:01,udev[2590]: creating device node '/udev/vcs6',0
2019-07-27 14:43:01,udev[2671]: removing device node '/udev/vcs3',0
2019-07-27 14:43:02,udev[2681]: removing device node '/udev/vcsa3',0
2019-07-27 14:43:02,udev[2688]: creating device node '/udev/vcsa6',0
2019-07-27 14:43:02,udev[2691]: creating device node '/udev/vcsa4',0
2019-07-27 14:43:02,udev[2706]: creating device node '/udev/vcs5',0
2019-07-27 14:43:02,udev[2710]: creating device node '/udev/vcsa5',0
2019-07-27 14:43:03,udev[2711]: creating device node '/udev/vcsa2',0
2019-07-27 14:43:03,udev[2716]: creating device node '/udev/vcs4',0
2019-07-27 14:43:03,udev[2728]: creating device node '/udev/vcs2',0
2019-07-27 14:43:03,udev[2733]: removing device node '/udev/vcs6',0
2019-07-27 14:43:03,udev[2738]: creating device node '/udev/vcs3',0
2019-07-27 14:43:03,udev[2739]: creating device node '/udev/vcsa3',0
2019-07-27 14:43:05,udev[2768]: creating device node '/udev/vcs6',0
2019-07-27 14:43:09,udev[2789]: creating device node '/udev/vcs7',0
2019-07-27 14:43:09,udev[2796]: creating device node '/udev/vcsa7',0
2019-07-27 14:43:09,udev[2834]: removing device node '/udev/vcsa7',0
2019-07-27 14:43:09,udev[2826]: removing device node '/udev/vcs7',0
2019-07-27 14:43:09,udev[2841]: creating device node '/udev/vcs7',0
2019-07-27 14:43:09,udev[2839]: creating device node '/udev/vcsa7',0
2019-07-27 14:46:13,"ntpd[2317]: synchronized to LOCAL(0), stratum=10",0
2019-07-27 14:46:13,ntpd[2317]: kernel time sync disabled 0041,0
2019-07-27 14:47:17,ntpd[2317]: kernel time sync enabled 0001,0
2019-07-28 04:03:02,xinetd[2016]: file descriptor of service comsat has been closed,1
2019-07-28 04:03:02,xinetd[2016]: select reported EBADF but no bad file descriptors were found,1
2019-07-28 04:08:40,su(pam_unix)[4310]: session opened for user cyrus by (uid=0),0
2019-07-28 04:08:40,su(pam_unix)[4310]: session closed for user cyrus,0
2019-07-28 04:08:41,logrotate: ALERT exited abnormally with [1],1
2019-07-28 04:15:24,su(pam_unix)[5543]: session opened for user news by (uid=0),0
2019-07-28 04:15:25,su(pam_unix)[5543]: session closed for user news,0
2019-07-29 04:08:38,su(pam_unix)[7899]: session opened for user cyrus by (uid=0),0
2019-07-29 04:08:39,su(pam_unix)[7899]: session closed for user cyrus,0
2019-07-29 04:08:40,logrotate: ALERT exited abnormally with [1],1
2019-07-29 04:14:30,su(pam_unix)[8273]: session opened for user news by (uid=0),0
2019-07-29 04:14:30,su(pam_unix)[8273]: session closed for user news,0
2019-07-30 04:08:39,su(pam_unix)[10613]: session opened for user cyrus by (uid=0),0
2019-07-30 04:08:40,su(pam_unix)[10613]: session closed for user cyrus,0
2019-07-30 04:08:40,logrotate: ALERT exited abnormally with [1],1
2019-07-30 04:14:58,su(pam_unix)[11842]: session opened for user news by (uid=0),0
2019-07-30 04:15:01,su(pam_unix)[11842]: session closed for user news,0
2019-07-31 04:08:39,su(pam_unix)[14182]: session opened for user cyrus by (uid=0),0
2019-07-31 04:08:40,su(pam_unix)[14182]: session closed for user cyrus,0
2019-07-31 04:08:42,cups: cupsd shutdown succeeded,0
2019-07-31 04:08:48,cups: cupsd startup succeeded,0
2019-07-31 04:08:51,syslogd 1.4.1: restart.,0
2019-07-31 04:08:51,logrotate: ALERT exited abnormally with [1],1
2019-07-31 04:14:55,su(pam_unix)[14780]: session opened for user news by (uid=0),0
2019-07-31 04:14:56,su(pam_unix)[14780]: session closed for user news,0
2019-08-01 04:03:01,su(pam_unix)[20159]: session opened for user cyrus by (uid=0),0
2019-08-01 04:03:02,su(pam_unix)[20159]: session closed for user cyrus,0
2019-08-01 04:03:03,logrotate: ALERT exited abnormally with [1],1
2019-08-01 04:09:19,su(pam_unix)[21388]: session opened for user news by (uid=0),0
2019-08-01 04:09:20,su(pam_unix)[21388]: session closed for user news,0
2019-08-01 09:33:45,gdm(pam_unix)[2782]: bad username [],1
2019-08-01 09:33:47,gdm-binary[2782]: Couldn't authenticate user,1
2019-08-01 11:23:36,gdm(pam_unix)[2782]: bad username [],1
2019-08-01 11:23:37,gdm-binary[2782]: Couldn't authenticate user,1
2019-08-01 12:24:31,sshd(pam_unix)[22141]: check pass; user unknown,0
2019-08-01 12:24:31,sshd(pam_unix)[22141]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=194.78.219.195 ,1
2019-08-01 14:17:13,sshd(pam_unix)[22330]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:13,sshd(pam_unix)[22332]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22334]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22336]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22337]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22338]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22342]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22344]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22345]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 14:17:16,sshd(pam_unix)[22346]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=fastfood.com.pe  user=root,1
2019-08-01 20:28:36,telnetd[22876]: ttloop:  peer died: Invalid or incomplete multibyte or wide character,1
2019-08-02 00:41:01,ftpd[23245]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23233]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23244]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23234]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23232]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23241]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23248]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23235]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23236]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23240]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23238]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23246]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23237]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23242]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23239]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23231]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23247]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23243]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23249]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23250]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 00:41:01,ftpd[23251]: connection from 202.82.200.188 () at Tue Aug  2 00:41:01 2005 ,0
2019-08-02 04:03:15,su(pam_unix)[23877]: session opened for user cyrus by (uid=0),0
2019-08-02 04:03:16,su(pam_unix)[23877]: session closed for user cyrus,0
2019-08-02 04:03:17,logrotate: ALERT exited abnormally with [1],1
2019-08-02 04:09:17,su(pam_unix)[24248]: session opened for user news by (uid=0),0
2019-08-02 04:09:18,su(pam_unix)[24248]: session closed for user news,0
2019-08-02 05:53:11,sshd(pam_unix)[24436]: check pass; user unknown,0
2019-08-02 05:53:11,sshd(pam_unix)[24436]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:11,sshd(pam_unix)[24438]: check pass; user unknown,0
2019-08-02 05:53:11,sshd(pam_unix)[24438]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:13,sshd(pam_unix)[24442]: check pass; user unknown,0
2019-08-02 05:53:13,sshd(pam_unix)[24442]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:14,sshd(pam_unix)[24439]: check pass; user unknown,0
2019-08-02 05:53:14,sshd(pam_unix)[24439]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:17,sshd(pam_unix)[24444]: check pass; user unknown,0
2019-08-02 05:53:17,sshd(pam_unix)[24444]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:17,sshd(pam_unix)[24447]: check pass; user unknown,0
2019-08-02 05:53:17,sshd(pam_unix)[24447]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:18,sshd(pam_unix)[24446]: check pass; user unknown,0
2019-08-02 05:53:18,sshd(pam_unix)[24446]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:20,sshd(pam_unix)[24450]: check pass; user unknown,0
2019-08-02 05:53:20,sshd(pam_unix)[24450]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:22,sshd(pam_unix)[24453]: check pass; user unknown,0
2019-08-02 05:53:22,sshd(pam_unix)[24453]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.185.220.46 ,1
2019-08-02 05:53:22,sshd(pam_unix)[24452]: check pass; user unknown,0
