Date,Time,Hostname,Message,Severity,Process,PID,User,IP,Len
2019-08-16,03:59:57,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005 ,0,ftpd,[15269],root,68.143.90.52,77
2019-08-16,03:59:57,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005 ,0,ftpd,[15263],root,68.143.90.52,77
2019-08-16,03:59:57,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005 ,0,ftpd,[15272],root,68.143.90.52,77
2019-08-16,03:59:57,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:57 2005 ,0,ftpd,[15265],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15262],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15276],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15264],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15278],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15274],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15275],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15277],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15260],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15268],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15267],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15261],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15259],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15270],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15258],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15257],root,68.143.90.52,77
2019-08-16,03:59:58,combo ,connection from 68.143.90.52 (iis.willowtec.com) at Tue Aug 16 03:59:58 2005 ,0,ftpd,[15256],root,68.143.90.52,77
2019-08-16,04:02:59,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[15618],root,127.0.0.1,40
2019-08-16,04:02:59,combo ,session closed for user cyrus,0,su(pam_unix),[15618],root,127.0.0.1,29
2019-08-16,04:03:00,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-16,04:09:11,combo ,session opened for user news by (uid=0),0,su(pam_unix),[16843],root,127.0.0.1,39
2019-08-16,04:09:12,combo ,session closed for user news,0,su(pam_unix),[16843],root,127.0.0.1,28
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18905],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18908],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18909],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18904],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18906],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18913],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18896],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18910],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18907],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18895],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18912],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18911],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18900],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18894],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18899],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18897],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18903],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18901],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18892],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18891],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18902],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18898],root,211.107.232.1,61
2019-08-17,03:39:34,combo ,connection from 211.107.232.1 () at Wed Aug 17 03:39:34 2005 ,0,ftpd,[18893],root,211.107.232.1,61
2019-08-17,04:03:15,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[19297],root,127.0.0.1,40
2019-08-17,04:03:16,combo ,session closed for user cyrus,0,su(pam_unix),[19297],root,127.0.0.1,29
2019-08-17,04:03:17,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-17,04:09:04,combo ,session opened for user news by (uid=0),0,su(pam_unix),[19667],root,127.0.0.1,39
2019-08-17,04:09:05,combo ,session closed for user news,0,su(pam_unix),[19667],root,127.0.0.1,28
2019-08-18,04:03:18,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[22081],root,127.0.0.1,40
2019-08-18,04:03:19,combo ,session closed for user cyrus,0,su(pam_unix),[22081],root,127.0.0.1,29
2019-08-18,04:03:20,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-18,04:09:30,combo ,session opened for user news by (uid=0),0,su(pam_unix),[23306],root,127.0.0.1,39
2019-08-18,04:09:31,combo ,session closed for user news,0,su(pam_unix),[23306],root,127.0.0.1,28
2019-08-18,16:36:02,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=222.76.149.199  user=root,1,sshd(pam_unix),[24380],root,222.76.149.199,97
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25060],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25055],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25052],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25054],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25053],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25059],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25056],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25058],root,212.122.206.51,86
2019-08-19,00:14:18,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:18 2005 ,0,ftpd,[25057],root,212.122.206.51,86
2019-08-19,00:14:20,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:20 2005 ,0,ftpd,[25061],root,212.122.206.51,86
2019-08-19,00:14:24,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:24 2005 ,0,ftpd,[25062],root,212.122.206.51,86
2019-08-19,00:14:24,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:24 2005 ,0,ftpd,[25063],root,212.122.206.51,86
2019-08-19,00:14:24,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:24 2005 ,0,ftpd,[25064],root,212.122.206.51,86
2019-08-19,00:14:24,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:24 2005 ,0,ftpd,[25065],root,212.122.206.51,86
2019-08-19,00:14:25,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:25 2005 ,0,ftpd,[25066],root,212.122.206.51,86
2019-08-19,00:14:25,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:25 2005 ,0,ftpd,[25067],root,212.122.206.51,86
2019-08-19,00:14:25,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:25 2005 ,0,ftpd,[25068],root,212.122.206.51,86
2019-08-19,00:14:27,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005 ,0,ftpd,[25070],root,212.122.206.51,86
2019-08-19,00:14:27,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005 ,0,ftpd,[25069],root,212.122.206.51,86
2019-08-19,00:14:27,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005 ,0,ftpd,[25073],root,212.122.206.51,86
2019-08-19,00:14:27,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005 ,0,ftpd,[25071],root,212.122.206.51,86
2019-08-19,00:14:27,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005 ,0,ftpd,[25072],root,212.122.206.51,86
2019-08-19,00:14:27,combo ,connection from 212.122.206.51 (klik18.klik.bydgoszcz.pl) at Fri Aug 19 00:14:27 2005 ,0,ftpd,[25074],root,212.122.206.51,86
2019-08-19,04:03:11,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[25732],root,127.0.0.1,40
2019-08-19,04:03:12,combo ,session closed for user cyrus,0,su(pam_unix),[25732],root,127.0.0.1,29
2019-08-19,04:03:12,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-19,04:08:51,combo ,session opened for user news by (uid=0),0,su(pam_unix),[26102],root,127.0.0.1,39
2019-08-19,04:08:52,combo ,session closed for user news,0,su(pam_unix),[26102],root,127.0.0.1,28
2019-08-20,04:03:26,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[32622],root,127.0.0.1,40
2019-08-20,04:03:26,combo ,session closed for user cyrus,0,su(pam_unix),[32622],root,127.0.0.1,29
2019-08-20,04:03:27,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-20,04:09:34,combo ,session opened for user news by (uid=0),0,su(pam_unix),[1382],root,127.0.0.1,39
2019-08-20,04:09:35,combo ,session closed for user news,0,su(pam_unix),[1382],root,127.0.0.1,28
2019-08-21,04:03:35,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[3812],root,127.0.0.1,40
2019-08-21,04:03:35,combo ,session closed for user cyrus,0,su(pam_unix),[3812],root,127.0.0.1,29
2019-08-21,04:03:37,combo ,cupsd shutdown succeeded,0,cups,NULL,root,127.0.0.1,24
2019-08-21,04:03:42,combo ,cupsd startup succeeded,0,cups,NULL,root,127.0.0.1,23
2019-08-21,04:03:47,combo ,restart.,0,syslogd 1.4.1,NULL,root,127.0.0.1,8
2019-08-21,04:03:47,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-21,04:11:20,combo ,session opened for user news by (uid=0),0,su(pam_unix),[8685],root,127.0.0.1,39
2019-08-21,04:11:21,combo ,session closed for user news,0,su(pam_unix),[8685],root,127.0.0.1,28
2019-08-21,06:55:18,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.143.128.51  user=root,1,sshd(pam_unix),[12008],root,202.143.128.51,97
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13762],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13763],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13761],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13765],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13768],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13766],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13769],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13749],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13764],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13750],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13757],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13747],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13751],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13767],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13752],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13754],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13748],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13760],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13759],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13756],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13755],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13753],root,65.162.107.196,90
2019-08-22,03:48:23,combo ,connection from 65.162.107.196 (host-65-162-107-196.apid.com) at Mon Aug 22 03:48:23 2005 ,0,ftpd,[13758],root,65.162.107.196,90
2019-08-22,04:02:59,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[14139],root,127.0.0.1,40
2019-08-22,04:03:00,combo ,session closed for user cyrus,0,su(pam_unix),[14139],root,127.0.0.1,29
2019-08-22,04:03:01,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-22,04:08:32,combo ,session opened for user news by (uid=0),0,su(pam_unix),[14510],root,127.0.0.1,39
2019-08-22,04:08:33,combo ,session closed for user news,0,su(pam_unix),[14510],root,127.0.0.1,28
2019-08-22,09:28:09,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[14998],root,211.191.53.101,97
2019-08-22,09:28:09,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15001],root,211.191.53.101,97
2019-08-22,09:28:09,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[14997],root,211.191.53.101,97
2019-08-22,09:28:16,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15013],root,211.191.53.101,97
2019-08-22,09:28:16,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15007],root,211.191.53.101,97
2019-08-22,09:28:16,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15010],root,211.191.53.101,97
2019-08-22,09:28:16,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15005],root,211.191.53.101,97
2019-08-22,09:28:16,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15009],root,211.191.53.101,97
2019-08-22,09:28:18,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15015],root,211.191.53.101,97
2019-08-22,09:28:23,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15017],root,211.191.53.101,97
2019-08-22,09:28:24,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.191.53.101  user=root,1,sshd(pam_unix),[15003],root,211.191.53.101,97
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15474],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15474],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15476],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15476],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15475],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15475],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15478],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15478],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15477],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15477],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15479],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15479],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15480],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15480],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15488],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15488],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15489],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15489],root,127.0.0.1,89
2019-08-22,14:42:43,combo ,check pass; user unknown,0,sshd(pam_unix),[15491],root,127.0.0.1,24
2019-08-22,14:42:43,combo ,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=srv2.alfahost.nl ,1,sshd(pam_unix),[15491],root,127.0.0.1,89
2019-08-23,04:06:03,combo ,session opened for user cyrus by (uid=0),0,su(pam_unix),[17014],root,127.0.0.1,40
2019-08-23,04:06:03,combo ,session closed for user cyrus,0,su(pam_unix),[17014],root,127.0.0.1,29
2019-08-23,04:06:04,combo ,ALERT exited abnormally with [1],1,logrotate,NULL,root,127.0.0.1,32
2019-08-23,04:12:05,combo ,session opened for user news by (uid=0),0,su(pam_unix),[18243],root,127.0.0.1,39
2019-08-23,04:12:06,combo ,session closed for user news,0,su(pam_unix),[18243],root,127.0.0.1,28
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18677],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18678],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18679],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18682],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18668],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18666],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18683],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18665],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18681],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18663],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18676],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18680],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18675],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18673],root,82.55.115.181,98
2019-08-23,08:28:09,combo ,connection from 82.55.115.181 (host181-115.pool8255.interbusiness.it) at Tue Aug 23 08:28:09 2005 ,0,ftpd,[18672],root,82.55.115.181,98
